Review_ID,Rating,Reviewer_Location,Review_Text,Branch,Year,Month,Sentiment,Sentiment_Label
171528266,5,United States,"Disneyland is an exciting adventerous place to visit with friends and family. There are so many rides but one of my favorites is Thunder Mountain. It is a high, fast, topsy turvy ride that will excite and scare you. There are different sections outside of the original Disneyland.There is ToonTown which is geared for younger kids but the rides are great for the older tweens.Caifornia Adventure Park has many rides that highlight the areas of the state such as Soaring over California and Roaring Rapids plus Bugs Life Water Park,Prices have been  soaring  also and the discount for California residents is no longer being offered.Perhaps they raised the prices recently to discourage so many park visitors since the crowds take away much of the enjoyment. In recent times making your way through Main Street is worse than the gridlock on the freeway getting there on week ends and holidays. But it is an adventure every family should do once when their children are over the age of 5 and perhaps once again for a very special occasion. In today's economy how families can afford going there with 2 4 children and even with grandparents is beyond imagination since a day like that would run almost $400 500.00 including parking and food.",Disneyland_California,2013,7,0.9841,Positive
643898960,4,United States,"This was my first visit to Disneyland. I am a Disney World veteran yet found the original Disney Park intimate. It is on a smaller footprint and, compared to Disney World, compact. Yet I liked it very much. I particularly enjoyed how the attractions overlap. For instance, the Disney train rides across the fa  ade of It's A Small World, a monorail rides over the submarines and you can practically reach out and touch the bobsleds on the Matterhorn. Also, the Pirates of the Caribbean here is longer and had a bayou scene before you get to the pirates. Also the Haunted Mansion had a holiday overlay as did Small World. I gave it one less star because of the FastPass process. At World, you can get three FastPasses a day, and choose them 60 days in advance if you stay on property, after exhausting them, you can get one at a time. All this can be done with your app and all complimentary. At Land, unless you pay $10, you must go to the attraction's FastPass Distribution Center, get a FastPass for later in the day, then return at that time. The clincher is that you cannot get another one while you wait for the one that you got. One day, Small World was sold out of passes, so I walked all the way to Pirates only to be told that they don't distribute FastPasses. So, I went back to the Matterhorn, only to find out that they weren't distributing for the day. I can only say that Walt Disney World spoiled us. However, we did enjoy our visit to the original park.",Disneyland_California,2019,1,0.9428,Positive
180954945,5,United States,When going to Disneyland in Anaheim I thought it would be difficult getting into rides or restaurants on my 4  wheel scooter. I was very wrong. The wonderful cast members made me feel very special with their helpfulness and their attitudes was outstanding.,Disneyland_California,2013,10,0.8387,Positive
544332524,2,United States,"I love Disneyland with all my heart. But was so disappointed with the high priced tickets and THE CROWD. We spent way too much money to stand in line as long as we did for all 4 rides we were able to get on before they closed. There must be a fire law that states how many people can be crammed into one place. We were bumping into people left and right. We work so hard,saved money and was so disappointed to see $500.00 for two days gone like that. We couldn   t wait to leave. Such a disappointment! We got on a total 8 rides in two days. Wow! It   s been years since we   ve been there and we   re so excited only to be so disappointed. Disney is definitely making the bucks. I can   t say I   ll be back anytime soon!",Disneyland_California,2017,10,-0.856,Negative
300070562,5,United States,"There's not really much to say about this place that hasn't been said before. I was so happy, despite the crowds, and every single worker was beyond kind to me and my little family. The rides were excellent and fulfilled all of my Disney dreams! I can't wait to go back for years to come. ",Disneyland_California,2015,6,0.9561,Positive
651143338,1,Canada,"My husband and I planned a trip with our toddler and infant to California for the first time in February 2019. My Mom mentioned that this was the quiet time for Disney and she bought my daughter a 3 day pass for her third birthday (so we also had to buy 3 day passes for ourselves costing over $400). What a mistake. We were done with Disney after just one day. All you do all day long is wait in lines. You   ll wait in line to get into the parking lot, then you   ll wait in line to use the elevator in the parking lot (only 2 elevators in the entire parking garage for a park that accommodates 44,000 people, most of whom have strollers or wheelchairs), you will then wait in line to get to security, and then wait in line at security to be screened and to have them dig through all of your belongings, then you will wait in line for the tram, then you will wait in line for tickets (if you didn   t buy them beforehand online), and then you will wait in line to FINALLY get into the park (all of this usually took about an hour minimum). Then you will wait in line for a ride (sometimes a 2 hour wait), then you will wait in line to meet a single Disney character (usually a 30 40 minute wait), then you will wait in a line for crappy overpriced food, then you will wait in a line to see one of the shows, then you will wait in line to use a single change table in the washrooms (there should be more than one change table in the washrooms at a children   s theme park), then you will wait in line trying to buy a souvenir, then you will wait in line to get back on the tram, and then you will wait in line in traffic trying to exit the park. This place is a massive waste of time and money. Never again. We   ll take our kids somewhere that our precious time together won   t be wasted.",Disneyland_California,2019,2,0.0516,Positive
303673558,4,United States,"We have a love hate relationship, we love to go but dislike the crowds and prices, but when you know what to expect you are prepared. We take a small cooler with cold drinks when it is hot and snacks in the backpack, usually take our own food for meals at the hotel.",Disneyland_California,2015,8,0.2023,Positive
314036561,5,United States,I am a frequent visitor to the park and I am always pleased with the experience. Make sure to try the Plaza Restaurant and their chicken dinner.,Disneyland_California,2015,9,0.6369,Positive
598027308,3,United States,"If you   re a hardcore fan of old school Disney, then this is the best place in the world for you. Lots of characters, and more rides in total here than Disneyworld. If not, it   s just ridiculous crowds, long lines, especially for food, and corny rides and attractions. Only a handful of photopass people around. Just not worth $129 person for admission.",Disneyland_California,2018,7,0.8672,Positive
481691005,5,Australia,"Our 1st visitWe bought the 3 days pass hop on and off and included one magic morning which is only for Disneyland on Tues, Thurs and Saturdays.We have 2 children ages 5 and half and 7 years old.We rented 2 strollers for the 3 days $75 in total and well spent!We couldn't survive without the strollers!It was very helpful.If you do rent a stroller make sure you bring along a bandana or something to tie in your stroller so you can recognise it!Also you can take snacks inside of the parks, juice and water!Be ready to get very tired and walk a lot!We did the Electric Parade which starts at 8.30pm but you need to claim a space to watch it at least one hour prior.",Disneyland_California,2017,5,0.4627,Positive
235993565,5,New Zealand,"Disneyland is amazing. It has been a lifelong dream to visit and I have been fortunate to visit twice. In saying that, the only other thing in life as sure as taxes and death is lines at Disneyland. As brutal as this place can be at times, and believe me it is, it is truly amazing. The Cast Members do an amazing job, and a special call out to the characters. You really help make the place special. It's expensive, busy and hot, but it is Disneyland and it is amazing. The real world evaporates when you enter the park, and you can't help but fall in to the stories of princesses, stormtroopers, adventures and mice.",Disneyland_California,2014,9,0.9727,Positive
313630580,4,United States,"We went to Disneyland to celebrate my 30th birthday. My husband and daughter had never been so we thought it would be a good excuse.There is something so magical about Disneyland, at 8 or 80, it is so special.HOWEVER, the staff were NOT as pleasant as I remember them being a few years back when I visited last. It was kind of a bummer.The food and gifts are expensive, and it was crowded (we booked on holiday weekend, when there were races going through the park   oops)   but still managed to have a blast! It was a good time! DEFINITELY do at least a 3 day pass   2 days is just not enough!",Disneyland_California,2015,9,0.9284,Positive
318041462,5,Canada,"We've been lucky enough to visit Disneyland several times over the years as our kids, now 17&15, grew up. We visit for 4 5 days at a time and stay at the Howard Johnson across the street when the Resort hotels aren't discounted. What prompts this review is not a recent visit to Anaheim but our first trip to the World in Orlando in order to 'see all that the great mouse offers' and of course the Boy Who Lived. After that visit we decided that our hearts remain here.Disneyland has a higher degree of charm and of course, the magic. Whether that is because Walt was personally involved and made decisions about the park well before the suits took over, who knows. But the culture here, the cast members, the way it makes you feel, has always left us feeling great about our visits and we always forget about the big hit to the credit card a few months later. The key to a great time at Disneyland is pretty simple. Arrive at the park gates well before opening and you will be able to do whatever you wish for the first few hours. And choose the park that does NOT offer early magic hours, for it attracts guests like moths to light and will be the busiest all day. Do the most popular attractions first, and save the shows and higher capacity attractions like Pirates or Small World for the early afternoon. Learn fast pass and take full advantage of this free service that other parks charge $$$ for. Fast passes book out as the day goes on, so before we leave in the early afternoon we'll get a fast pass for a popular attraction for our return to the park in the early evening. Have a general touring plan ahead of time (i.e. identify what order you'll hit the rides in before you get to Anaheim) but be prepared to flex as the rides break down or your kids break down or you end up spotting an opportunity such as a ride suddenly reopening just as you pass by. We avoid theme park eating as much as possible, but when we do, we share meals just to get us through. We typically eat those small packets of oatmeal for breakfast in our room and then pack snacks and water for the morning. We leave the park in the early afternoon and have our big meal of the day off site, either as a late lunch or early 5pm dinner. Then back to the park for the evening. We took our kids out of school for a few days around long weekends in the early years so we usually avoided large Christmas, spring break, or summer crowds, and we found airfare and hotels to be much more reasonable then as well. The good thing about going when it is busy, as I understand it, is that the park is operating at full capacity and there are many extras to enjoy. If you go during peak holiday times, arrive at the gates more than an hour before opening and you'll get the value out of your Disneyland experience.",Disneyland_California,2014,11,0.9985,Positive
155943044,4,United States,"Disneyland is one of those places that should be visited at least once.  We went on a Friday and the lines were not bad in the morning, around 2 o'clock the lines and crowds noticeably increased.",Disneyland_California,2013,3,0.6059,Positive
288992784,5,United States,"We have had annual passes for 15 years and absolutely LOVE this park. There is just nothing like Disneyland. However, the annual prices have increased greatly over the years and we have had to down grade our pass bc of this. It doesn't stop me from loving this park. Amazing rides, attractions and shows. Everyone regardless of their age can come and have fun!!",Disneyland_California,2015,7,0.9701,Positive
242805565,5,United States,"Disneyland is wonderful. Clean and MOST people are happy and kind. You may run into grumpy people but don't let them spoil the fun! Go with a plan, get there early and soak up the entire experience. We had such a great trip, even though it was a little more crowded than we are used to.",Disneyland_California,2014,12,0.9618,Positive
198335447,5,United States,"I grew up going to Disneyland and visiting as an adult, it remains absolutely magical. My husband and two sons, ages 3 and 5, visited in mid November. The Christmas parade was fantastic. We went during a slow period and I thought it was still pretty crowded. It seemed to get more crowded towards the middle of the afternoon. The only thing that has changed over the years is the protocol of taking pictures with one of the Disney characters. A child cannot just run up to a character and take a picture like I remember, and the characters do not walk around freely. Now, the characters walk around with a chaperone. These chaperones maintain control crowd control, pictures, and time limits with the character. Overall, the price is well worth the visit and I would return again with without a doubt.",Disneyland_California,2013,11,0.9002,Positive
338813328,5,United States,Who doesn't love Disney? I've taken my family here now a half a dozen times and can't wait to go back! First time coming during the holidays and its BUSY! Loved the decor and the ambiance of Christmas at Disney but its deffinately crowded! Come right after Thanksgiving I think would be PERFECT before the kids are out of school and the decorations are all up :) So many great shows to watch though and longer hours during the week before Christmas...can't wait to go back!,Disneyland_California,2015,12,0.97,Positive
372211980,5,United States,"This is the  greatest place on earth ...if you have ALLOT of money to spend. If you do go, expect to spend at lieast, 1k on your trip. If not a day trip, it will cost you more. I drive down there (as a Motorcoach Operator) and all my children go in, BUT I have priced it. $100 admission, for starters. I admit they have great rides, great merchandise, and great food. However, I highly recommend you go with somebody when traveling to this place. Solo's are welcome. You can find a rider while in the park, but solo's sometime can't ride or have to wait for another one to come along. Anyway, you want a nice place to go, I recommend  Mickey's house .",Disneyland_California,2016,5,0.9908,Positive
274866913,5,United States,"I've always had fun at Disney's parks. Get park hopper tickets and plan to do each on separate days! Light show starts late, so start visit in afternoon. Wear running shoes and comfortable clothes (bring sweater).",Disneyland_California,2015,5,0.784,Positive
441205636,5,Australia,"When you walk through those gates the outside world doesn't exist, what a wonderland. Everything is done to perfection, it was like being a big kid again, next time I will take the grandchildren. New things are happening all the time but a lot of the older ones remain which are still so much fun. Walt Disney had a vision and what a vision it was, thank you for sharing with the world.",Disneyland_California,2016,11,0.9634,Positive
314527362,5,New Zealand,"What a trip, the excitement and atmosphere of Disney land. A fire works display that is fantastic.Clean and tidy. So much food to try.wonderful. We are from NZ and have nothing like this so it is magic. Would love to have a park like this in NZ.",Disneyland_California,2014,10,0.4176,Positive
332552198,4,Australia,"We battled the crowds with 2 teenagers (15 & 13) who thoroughly enjoyed their one day at Disneyland. They thought that many of the rides were for children 2 years or more younger than their ages. The staff on the rides, for the most part, were very helpful and friendly, but the restaurant staff and souvenir sales staff could improve their customer service skills. We loved the Christmas parade.Best to be there when the gates open and fast pass what rides you can because from 1 pm onwards the people start pouring into the park!",Disneyland_California,2015,12,0.9379,Positive
316808963,5,United Kingdom,"I couldn't help but compare Disneyland to Walt Disney World but I need not because Disneyland is magical without comparison! I actually prefer it to WDW! It's smaller but more intimate, and I found it not to be as busy as WDW.The castle is the original therefore not massive like the other parks, but I like it more because of this. I left my heart in Disneyland the day I visited! Can't wait to go back.",Disneyland_California,2015,8,-0.5974,Negative
140539559,5,New Zealand,"I have always dreamed of visiting this great place since i was a child, i used to watch Disneyland every Sunday at 6 o'clock as a child, this was the highlight of my week. Now i have finally been and the memory will stay with me forever! ",Disneyland_California,2012,9,0.8209,Positive
350032554,3,United States,It was entertaining. The rides were good. lines were long felt a little crowded in some congested areas. Felt the price was a little high for what it was. Great fro Disney lovers. i thought it was good. It didn't wow me. Everything was way to overpriced. They need family friendly dinning.,Disneyland_California,2016,2,0.9462,Positive
222899302,4,United States,"Love WDW better, but I know this is Walt's park.  Smaller version of WDW.  Nice to have short walk to rides though.",Disneyland_California,2014,8,0.8047,Positive
124350886,5,United States,Disneyland is always clean and wonderful.  The kids had a great time.  The lines were not too long and the staff is always awesome.,Disneyland_California,2012,2,0.9393,Positive
144625846,5,United States,"Growing up in Southern California was a lot of fun. It was always a treat when the folks said let's go to Disneyland (Yeah!!!). Back in the 60's you'd buy a book of tickets and always were sad when the E Tickets were gone. Later in life my wife and I would get the Annual Pass so we could go when we wanted to and we did use them a lot. We used them to the point people working there recognized us. When people ask us what do we like better, Disneyland or Disneyworld? We would alway reply, One is not better than the other just different yet exciting. If you go to Southern California, make it to Disneyland you will not be disappointed one bit.",Disneyland_California,2012,3,0.9554,Positive
484771820,5,United States,"Disneyland is fun, we go to WDW so it was very different in many ways so we didn't get to see everything we would have liked, but it was nice to see the layout of the park, the variety of restaurants, the fireworks were amazing! Seeing Tinkerbell fly throughout the show instead of just once during the beginning like during Wishes at WDW (before it ended) was great. Another reason we didn't see everything we wanted is because we went during the Tinkerbell run. Had no idea it was happening when we planned the vacation but what a surprise ;)",Disneyland_California,2017,5,0.9782,Positive
293913076,5,United States,Absolutely Love Disneyland!!! My Favorite Vacation spot!!! Can't wait to go back!!! Such A Happy Place!!!,Disneyland_California,2015,7,0.924,Positive
215063031,5,United States,This was my family's second year at Disneyland and we had a blast!  We will be going again next year!  We are already saving our pennies for the trip.,Disneyland_California,2014,6,0.0,Neutral
212920024,5,United States,"we stayed @disneyland hotel, it was awesome, amazing, and all that u could say. The room service @the hotel was impeccable, although the chocolate cake needs some work  . I loved the parks, they are amazing and filled with lots of fun, even if u have a toddler  they can ride lots of things 2. thank u disney",Disneyland_California,2014,6,0.9698,Positive
150386468,4,Canada,"During our trip 5 6 it was the first time at Disneyland while 3 6 had previously been to Disneyworld. My first impression was wow, the customer service here is second to none. Everyone should have to work at Disney or Disney needs to branch out with customer service education. Everyone from the people working the rides to the people selling churos to the staff picking up litter and handing out park maps had the biggest smiles on their faces which gave off the feeling that they really enjoyed being there. It was completely refreshing. Heck even the security staff during the large fireworks show were smiling while working crowd control.The lineups for rides are a downer and takeaway from some of the experience when you can only have one Fastpass at a time.Everytime I turned around there were more strollers running over my ankles and also made it very difficult to get through stores when it started raining as they all headed for cover in the stores. If you're not a fan of incredibly large crowds and ridiculously long lines, I would suggest that you stay away at Christmas time even though the displays and parades are fantastic.The cutest sights without a doubt were all the little girls dressed up like fairies or princesses.",Disneyland_California,2012,12,0.9615,Positive
342915268,5,United States,"June, 2015 my family and I visited Disneyland in California. We had already been to Disney World in Orlando Florida many times. This trip was different I did not know what to expect. Disneyland was smaller and I felt a lot more at home. There is only one main park there instead of the many different parks at Disney World. I liked it a lot I felt like there weren   t as many people on top of you and the atmosphere was a lot more enjoyable. The weather was not 95 degrees and scorching it was breezy and so nice.  We are from South Carolina so we had to fly to get there. We Flew out of Charlotte on American Airlines in first class. First class is the way to go for a four hour flight. You get a blanket snacks and drinks and more leg room. Which is crucial. Our flight was at 6:30 am. We arrived in California at 10 am eastern time but 8 am central. The jet lag was real, but the flight and the attendants were very nice, over all it was an enjoyable flight.  When we arrived in California the marine fog made the day look gloomy and it was chilly. I was used to the 90 degree weather we were having in the south in June. Instead in CA it was 70 and breezy, needless to say I froze the entire trip, but that did not stop the fun. In the local area Of San Diego where we were staying we drove to Coronado Island where we ate at an Oyster restaurant. They had the biggest oysters I had ever seen. The wait staff there was very friendly. So finally the next day we go to Anaheim.  We get to Disneyland and I am surprised at how much smaller it is than Disney world. Disney is the most magical place in the world. I absolutely loved Disney land it made me feel like I was literally in a different place out of this world. You feel so welcomed by all of the staff and the characters. I like how it is a lot more family oriented and how many original stories of rides and shows you can see. Not all new fairy tales there were a lot of originals which I loved that. The atmosphere was like you were in a forest and around every corner there was a new fairy tale to discover and to see.  The park staff were very helpful, they showed us where to go and explained how to get there. One thing that I noticed is that I got to interact with more characters than I have ever before. There weren   t as many, if any at all, lines to take pictures with Mickey or Woody or any main character. Usually there are lines for big characters like that I was very shocked. It was actually the first time I had ever gotten to take a picture with Mickey and I had been to Disney many times before, but not Disneyland. Usually in big theme parks the trending character who just had a movie come out or are trending at the time theres no way to be able to get to them. But we could! It was awesome. This had a big impact on me. Seeing characters is my favorite part about going. That   s the whole reason I go and the opportunity that we got was awesome. The staff let us take as many pictures with him as we wanted and hang out with him for a little while since there were no lines. The whole park had a great over all feel to it. I never felt rushed or too close to other people. Disneyland by far was one of my favorite trips. California was awesome and then to have Disney in the middle of it makes it that much better.",Disneyland_California,2015,6,0.9982,Positive
253455989,5,United States,Perfect birthday present to our little boy.  We had a great time as a family (except for our hotel stay).,Disneyland_California,2015,2,0.8316,Positive
126850478,5,United States,"We took our four year old to Disneyland for the first time in early March. We visited on a Tuesday, when the crowds are typically a bit lighter, and for the most part, we went with an open mind and with the idea that we couldn't do EVERYTHING at the park. We prioritized what we wanted to see, built in plenty of breaks for our toddler (good for us, too!), and took advantage of opportunities (like meeting characters while they we're out and about), as they came to us. Because of the high cost of visiting, many people have huge expectations and cram everything in to  get their money's worth,  and it can be disappointing when there are bumps in the road, but we kept it low key and low pressure for our little family, and we had a wonderful time! We rode many rides, many of them twice, and the longest line we stood in was 40 minutes. For good, healthy fare, try the Jolly Holiday Cafe off Main Street. We had a very delicious meal that went beyond hot dogs and fries. We also got the chance to meet Mary Poppins and Burt there, too. Be aware many rides in Fantasyland close early due to the evening parade, so be sure to get those in during morning hours, if possible.",Disneyland_California,2012,3,0.9828,Positive
209342194,4,United States,"The park was least crowded early in the morning. Love the fast pass rides. Would definitely recommend taking advantage of fast passes. Rides were all fun. Loved the Indiana jones, bob sled ride, splash mountain, big thunder mountain roller coaster. Lines were longer than Disney world and not as many characters. Still great fun. Food very expensive. Take a backpack with snacks and water bottles and sunscreen!",Disneyland_California,2014,6,0.9783,Positive
151196244,5,United States,"We were there this summer right after the new Cars Land opened. It is AMAZING! While yes it was still going through it's We just opened phase..by being diligent we were able to get on Radiator Springs Races twice! Yes my husband had to RUN for the FP line and waited but!Some of Cars Land is geared for younger kids and Luigi's Flying Tires is BORING...it is still cool to walk through Luigie's Casa Della Tires!I don't care how old or stodgy you are if you can't have fun in Cars Land and you don't feel like you have stepped into the movie..you don't have a pulse!This was our second trip to Disneyland, first was in 2007, while things have changed slightly I still loved it.I have a very special place for California Sreamin' as it allowed me to conquer my fear of roller coasters! It made for a much better trip as we added Space Mountain & the Matterhorn into the equation, with real enjoyment!Disneyland's Toon Town ROCKS! Gotta love the Roger Rabbit ride...you really do feel like you are stepping into Toon Town!Ok people Disney is a marketing machine I get it...you either get into it or you don't..yes there are lines...it does not always go as one would like..GET OVER IT and just ENJOY...be a kid again and enjoy every SECOND of the time with your family as it is priceless!",Disneyland_California,2012,7,0.9616,Positive
394933846,4,Australia,"We had a 5 day pass which was perfect as my kids are 4 and 5.5 there was no pressure to spend an entire day  evening at the park. Magic mornings are absolutely worth waking the kids up early for.Use fast passes! Some of the lines for rides where amazingly long.The app was very useful to check in on wait times for rides.If you stay for the parade at 8.30, crazy but yes you are going to have to find a spot to sit for at least an hour to get a descent viewing spot. Tip: the ground is really hot pack a rug to sit on and something for the kids to do while you wait. Also keep in mind the spot you pick is probably where you will be to see the fireworks so make sure there are no trees in your view towards the castle.Kids will need a toilet stop before it all starts as they block some of the walkways.We had an amazing trip as a family, my kids are exhausted but had so much fun!",Disneyland_California,2016,7,0.8407,Positive
366088988,4,United States,"My daughter and I spent three days at the Disney parks in Anaheim. We had park hopper tickets, so we flitted back and forth between Disneyland, California Adventure, and our hotel. We thought that for most of the rides that exist in both Disneyland and WDW Orlando, the Disneyland versions were superior. If Disneyland gets MagicBands and the ability to do FastPasses online, it will be perfect! We were disappointed that they seemed to have trouble keeping rides up and running, and cell service was lousy enough in much of the park to make the app less than useful, but we still had a fantastic time and rode almost everything we were interested in riding.",Disneyland_California,2016,4,0.9063,Positive
119641195,5,Canada,Disneyland all decked out for Halloween beautiful background for pictures,Disneyland_California,2011,10,0.5994,Positive
162217659,5,United States,"I   m planning a trip to disneyworld. I find this yes classes, but i have this concern, is this all day class? or how long are they? another question i have is, if one of the classes in one park, can we buy the tickets and enter to other parks as well? thank you any other recommendation you have, please, it   s our first time.",Disneyland_California,2012,6,0.8873,Positive
126686306,5,United States,The kids first day was here and they were blown away!!  They met some many characters!!  Parade and rides are GREAT!!,Disneyland_California,2012,3,0.7906,Positive
353454526,5,United Kingdom,LOVED LOVED LOVED LOVED LOVED IT!!!I am 30 but I bloody loved Disney! My boyfriend and I had the best time! Rides were fun and the parade was amazing!Only thing that let it down was the House of Blues in Downtown Disney! But that is not really Disney's fault! ,Disneyland_California,2016,2,0.9851,Positive
